order_id,ref_id,qty
251,FW_100,3
252,CQ_480,4
253,FW_410,1
254,JY_490,3
255,JY_500,9
256,FW_80,3
257,FW_290,2
258,JY_390,2
259,JY_380,4
260,FW_200,2
261,FW_230,4
262,CQ_250,4
263,JY_350,3
264,CQ_480,2
265,FW_230,2
266,JY_40,3
267,CQ_10,3
268,JY_240,2
269,FW_60,3
270,CQ_260,4
271,FW_450,6
272,CQ_90,2
273,CQ_340,5
274,FW_150,4
275,FW_290,3
276,CQ_340,5
277,FW_70,3
278,FW_200,5
279,JY_40,3
280,FW_450,6
281,JY_240,3
282,CQ_90,4
283,FW_450,3
284,FW_80,1
285,JY_120,3
286,CQ_250,6
287,CQ_480,4
288,CQ_330,2
289,JY_120,3
290,JY_440,2
291,CQ_480,2
292,JY_350,1
293,FW_130,1
294,FW_170,3
295,FW_130,4
296,FW_360,1
297,JY_470,7
298,FW_200,4
299,FW_230,1
300,CQ_340,3
301,CQ_20,4
302,CQ_10,4
303,JY_270,4
304,JY_380,4
305,FW_150,4
306,FW_160,6
307,FW_60,3
308,JY_270,1
309,CQ_50,2
310,FW_230,5
311,FW_70,3
312,FW_360,4
313,CQ_20,3
314,FW_70,1
315,JY_350,5
316,CQ_10,6
317,JY_40,2
318,FW_200,1
319,CQ_20,4
320,FW_450,5
321,FW_150,2
322,JY_350,4
323,CQ_20,4
324,JY_300,3
325,JY_280,4
326,FW_150,4
327,FW_170,4
328,JY_280,5
329,FW_70,5
330,CQ_220,7
331,JY_490,5
332,CQ_20,2
333,FW_360,2
334,FW_60,4
335,CQ_250,3
336,JY_40,3
337,FW_450,6
338,FW_150,5
339,FW_80,3
340,CQ_210,7
341,CQ_250,3
342,CQ_10,5
343,FW_450,2
344,FW_230,2
345,FW_170,5
346,JY_240,2
347,JY_40,4
348,FW_360,7
349,JY_310,5
350,CQ_340,5
351,JY_490,2
352,FW_170,2
353,JY_350,1
354,FW_290,2
355,JY_280,5
356,CQ_250,2
357,FW_60,7
358,FW_150,3
359,JY_280,5
360,JY_270,5
361,JY_440,4
362,CQ_330,6
363,CQ_330,2
364,FW_410,3
365,FW_80,1
366,JY_350,5
367,CQ_430,4
368,FW_70,4
369,FW_100,3
370,FW_230,6
371,FW_130,2
372,CQ_10,3
373,CQ_10,3
374,JY_440,3
375,CQ_20,1
376,CQ_10,4
377,CQ_10,2
378,JY_370,3
379,CQ_20,2
380,CQ_330,4
381,FW_200,4
382,JY_440,3
383,JY_440,2
384,JY_40,4
385,CQ_90,2
386,CQ_210,2
387,JY_440,2
388,FW_450,1
389,JY_120,4
390,JY_40,7
391,CQ_20,3
392,JY_40,6
393,CQ_340,5
394,CQ_260,2
395,CQ_480,1
396,JY_120,4
397,CQ_90,2
398,FW_70,5
399,JY_40,4
400,JY_350,1
401,FW_400,5
402,FW_290,2
403,FW_450,5
404,FW_170,6
405,FW_60,3
406,CQ_10,3
407,CQ_430,4
408,CQ_50,3
409,FW_60,3
410,JY_120,1
411,FW_230,3
412,JY_470,3
413,CQ_90,1
414,JY_120,4
415,CQ_340,5
416,JY_470,7
417,FW_130,3
418,CQ_10,4
419,FW_150,2
420,FW_80,4
421,FW_170,2
422,FW_230,4
423,JY_490,5
424,JY_120,1
425,FW_200,5
426,FW_230,2
427,CQ_330,2
428,JY_500,2
429,FW_60,3
430,JY_280,5
431,JY_240,8
432,FW_130,2
433,CQ_90,3
434,JY_310,1
435,JY_280,3
436,FW_360,3
437,FW_450,3
438,JY_240,5
439,FW_450,4
440,CQ_50,5
441,FW_450,3
442,JY_120,3
443,JY_280,5
444,FW_170,4
445,JY_380,2
446,JY_270,4
447,FW_200,1
448,JY_310,2
449,FW_150,1
450,FW_100,1
451,FW_150,2
452,FW_80,5
453,FW_200,2
454,FW_130,3
455,JY_280,3
456,CQ_220,2
457,FW_450,5
458,FW_450,2
459,JY_120,4
460,JY_380,3
461,FW_200,1
462,JY_380,5
463,CQ_90,5
464,FW_200,4
465,FW_410,2
466,CQ_250,6
467,CQ_250,8
468,CQ_480,1
469,FW_60,3
470,CQ_50,1
471,FW_60,3
472,FW_60,2
473,JY_490,3
474,FW_230,5
475,CQ_250,2
476,FW_170,2
477,FW_170,4
478,FW_170,7
479,FW_200,2
480,FW_230,1
481,JY_440,3
482,JY_240,1
483,JY_40,3
484,JY_120,2
485,CQ_90,1
486,CQ_10,4
487,FW_230,2
488,FW_230,3
489,CQ_20,2
490,JY_500,1
491,FW_150,5
492,FW_360,4
493,CQ_90,2
494,CQ_20,2
495,FW_150,4
496,FW_290,5
497,CQ_250,3
498,CQ_330,4
499,JY_120,3
500,FW_100,3
501,CQ_260,4
502,FW_170,4
503,JY_240,2
504,FW_130,6
505,FW_450,1
506,JY_280,3
507,CQ_50,3
508,FW_360,4
509,FW_60,1
510,JY_470,4
511,CQ_330,1
512,JY_380,5
513,FW_410,3
514,JY_500,3
515,FW_230,3
516,FW_450,3
517,JY_240,3
518,FW_410,2
519,FW_360,3
520,FW_80,3
521,CQ_50,2
522,JY_440,3
523,FW_150,3
524,CQ_210,5
525,JY_280,3
526,JY_380,4
527,FW_80,4
528,CQ_480,6
529,CQ_260,3
530,JY_120,1
531,CQ_50,4
532,JY_440,2
533,JY_500,2
534,CQ_480,1
535,FW_150,5
536,FW_150,4
537,CQ_50,2
538,FW_170,2
539,CQ_10,2
540,FW_80,5
541,FW_100,3
542,FW_170,5
543,CQ_330,5
544,JY_440,7
545,JY_470,4
546,FW_360,4
547,CQ_220,3
548,FW_360,2
549,CQ_250,1
550,JY_440,5
551,JY_280,3
552,CQ_210,5
553,CQ_340,6
554,FW_230,2
555,JY_140,4
556,CQ_10,2
557,FW_150,3
558,JY_380,1
559,CQ_50,6
560,CQ_10,2
561,JY_470,2
562,FW_230,4
563,JY_380,5
564,JY_390,1
565,CQ_90,3
566,JY_500,2
567,FW_150,3
568,CQ_220,2
569,CQ_50,6
570,JY_40,3
571,CQ_260,3
572,FW_70,2
573,FW_150,8
574,FW_410,4
575,FW_150,5
576,CQ_250,4
577,CQ_20,2
578,FW_70,4
579,CQ_20,2
580,FW_100,4
581,CQ_480,5
582,CQ_430,5
583,JY_500,2
584,JY_440,4
585,JY_120,5
586,CQ_340,4
587,FW_400,1
588,JY_120,2
589,JY_310,3
590,FW_70,4
591,JY_240,3
592,JY_470,1
593,CQ_10,2
594,CQ_20,1
595,CQ_50,5
596,FW_170,2
597,CQ_50,4
598,FW_290,2
599,FW_80,4
600,JY_310,6
601,CQ_250,5
602,CQ_50,5
603,CQ_430,3
604,FW_170,2
605,CQ_330,2
606,JY_240,3
607,FW_60,4
608,CQ_330,5
609,FW_200,3
610,FW_360,4
611,CQ_20,5
612,FW_190,3
613,CQ_250,2
614,CQ_220,4
615,FW_400,6
616,CQ_50,5
617,JY_140,3
618,CQ_250,4
619,CQ_430,4
620,FW_460,4
621,JY_40,4
622,FW_100,3
623,FW_70,3
624,JY_310,1
625,FW_290,1
626,CQ_20,3
627,JY_440,4
628,CQ_250,2
629,JY_270,5
630,CQ_340,3
631,JY_240,2
632,JY_280,5
633,JY_280,5
634,JY_120,5
635,JY_380,5
636,FW_410,5
637,JY_240,4
638,CQ_420,5
639,FW_200,4
640,FW_70,6
641,FW_60,6
642,FW_60,3
643,JY_120,5
644,CQ_210,7
645,FW_400,3
646,CQ_20,4
647,JY_500,4
648,FW_70,1
649,FW_410,4
650,FW_170,5
651,FW_200,3
652,FW_400,3
653,JY_350,3
654,FW_130,1
655,JY_350,4
656,JY_280,7
657,CQ_250,4
658,JY_280,2
659,CQ_420,3
660,JY_280,3
661,FW_450,2
662,FW_60,2
663,JY_490,3
664,CQ_10,4
665,JY_500,4
666,CQ_10,4
667,JY_310,5
668,CQ_430,2
669,JY_280,1
670,JY_350,2
671,JY_300,2
672,JY_380,5
673,JY_500,5
674,CQ_430,4
675,JY_500,4
676,CQ_20,4
677,FW_200,3
678,CQ_50,4
679,JY_440,3
680,CQ_480,3
681,CQ_10,2
682,FW_170,4
683,FW_360,3
684,JY_240,4
685,FW_170,5
686,CQ_10,1
687,CQ_260,4
688,CQ_210,2
689,FW_150,2
690,CQ_210,2
691,FW_70,2
692,JY_380,4
693,FW_410,5
694,FW_70,2
695,CQ_220,1
696,FW_170,1
697,CQ_10,3
698,JY_490,3
699,FW_100,1
700,CQ_250,2
701,JY_390,4
702,JY_240,2
703,JY_120,5
704,CQ_30,2
705,CQ_210,5
706,JY_500,2
707,JY_490,2
708,JY_280,6
709,FW_450,3
710,JY_120,5
711,FW_450,5
712,JY_270,3
713,CQ_480,2
714,JY_120,4
715,FW_150,5
716,CQ_50,7
717,CQ_250,2
718,FW_100,1
719,FW_150,4
720,CQ_210,4
721,CQ_430,3
722,FW_70,5
723,FW_80,5
724,FW_60,4
725,JY_470,6
726,CQ_340,4
727,JY_240,3
728,FW_400,4
729,FW_410,5
730,JY_500,1
731,CQ_50,2
732,JY_380,1
733,CQ_50,3
734,JY_40,3
735,JY_380,6
736,JY_120,3
737,CQ_250,1
738,CQ_330,1
739,CQ_250,1
740,CQ_260,4
741,CQ_250,3
742,CQ_330,4
743,JY_380,6
744,JY_350,3
745,CQ_20,2
746,FW_230,7
747,JY_500,2
748,FW_450,2
749,CQ_50,4
750,CQ_20,4
751,FW_170,2
752,CQ_10,4
753,FW_150,5
754,JY_120,3
755,FW_150,2
756,JY_470,4
757,CQ_250,2
758,CQ_10,4
759,CQ_340,2
760,JY_40,6
761,CQ_250,5
762,CQ_20,1
763,FW_60,2
764,CQ_340,3
765,FW_60,2
766,CQ_420,4
767,FW_200,2
768,JY_40,4
769,CQ_10,2
770,CQ_20,2
771,FW_70,4
772,JY_280,2
773,CQ_340,1
774,JY_440,4
775,FW_360,3
776,FW_80,3
777,CQ_480,2
778,CQ_480,2
779,CQ_210,2
780,FW_60,4
781,JY_350,4
782,JY_270,4
783,JY_350,2
784,CQ_220,4
785,CQ_210,4
786,JY_440,3
787,JY_240,4
788,FW_150,4
789,FW_230,2
790,JY_500,4
791,FW_460,3
792,FW_230,4
793,JY_310,2
794,JY_140,4
795,FW_80,2
796,FW_130,5
797,JY_40,1
798,CQ_340,3
799,FW_80,3
800,JY_390,2
801,CQ_20,4
802,CQ_50,3
803,CQ_210,3
804,FW_150,2
805,FW_450,2
806,FW_360,4
807,FW_70,3
808,CQ_480,2
809,CQ_90,2
810,CQ_480,2
811,FW_290,3
812,CQ_250,5
813,JY_240,3
814,FW_80,4
815,JY_440,3
816,FW_450,5
817,CQ_10,4
818,JY_470,1
819,FW_130,2
820,CQ_430,2
821,CQ_20,1
822,FW_80,3
823,JY_470,1
824,CQ_340,4
825,FW_70,3
826,FW_170,2
827,JY_470,2
828,JY_500,2
829,FW_200,1
830,FW_230,2
831,FW_450,2
832,FW_100,3
833,CQ_480,3
834,CQ_210,1
835,FW_360,4
836,CQ_10,5
837,JY_40,6
838,CQ_250,3
839,JY_140,2
840,FW_80,2
841,JY_500,8
842,CQ_50,7
843,JY_500,4
844,CQ_480,1
845,FW_80,3
846,CQ_250,5
847,JY_240,4
848,FW_170,4
849,CQ_90,2
850,CQ_90,1
851,FW_100,4
852,CQ_250,6
853,FW_360,4
854,JY_490,6
855,CQ_210,5
856,FW_60,4
857,CQ_250,5
858,FW_400,6
859,FW_200,5
860,FW_290,3
861,JY_500,1
862,JY_240,4
863,CQ_430,5
864,FW_80,1
865,FW_200,3
866,CQ_10,4
867,CQ_90,4
868,CQ_480,5
869,JY_490,3
870,CQ_30,2
871,JY_440,3
872,CQ_20,3
873,CQ_50,4
874,FW_150,3
875,CQ_20,4
876,JY_500,2
877,CQ_50,2
878,JY_490,4
879,CQ_260,5
880,JY_310,4
881,FW_150,5
882,JY_490,3
883,JY_500,5
884,CQ_480,5
885,CQ_330,4
886,JY_500,3
887,FW_200,3
888,FW_60,2
889,CQ_220,4
890,CQ_50,1
891,CQ_20,1
892,FW_170,5
893,CQ_20,3
894,CQ_340,1
895,CQ_210,1
896,CQ_10,1
897,FW_60,3
898,CQ_420,4
899,JY_500,4
900,FW_80,4
901,FW_410,1
902,FW_460,4
903,CQ_480,1
904,JY_390,5
905,JY_40,5
906,JY_500,4
907,CQ_210,4
908,FW_150,3
909,FW_450,4
910,FW_150,4
911,CQ_340,2
912,FW_80,3
913,FW_360,4
914,JY_120,3
915,FW_200,3
916,FW_200,2
917,CQ_20,2
918,JY_440,4
919,JY_470,3
920,CQ_30,7
921,JY_240,3
922,FW_70,5
923,FW_230,5
924,JY_240,3
925,CQ_320,2
926,JY_280,4
927,FW_170,3
928,CQ_10,4
929,FW_80,2
930,CQ_330,3
931,FW_290,3
932,JY_40,4
933,CQ_260,2
934,FW_60,3
935,FW_100,2
936,CQ_10,2
937,JY_440,3
938,JY_120,4
939,FW_360,1
940,JY_350,4
941,FW_70,4
942,JY_390,4
943,FW_170,3
944,FW_80,5
945,CQ_480,4
946,CQ_480,4
947,FW_200,3
948,FW_80,3
949,FW_450,4
950,JY_240,4
951,CQ_250,5
952,FW_70,2
953,CQ_430,3
954,FW_70,5
955,FW_170,3
956,CQ_210,3
957,JY_500,4
958,FW_60,2
959,CQ_10,3
960,FW_100,1
961,CQ_260,4
962,JY_380,3
963,CQ_430,1
964,CQ_220,1
965,FW_290,1
966,CQ_210,3
967,CQ_320,5
968,FW_100,1
969,CQ_90,2
970,CQ_10,1
971,FW_450,7
972,JY_280,7
973,FW_60,2
974,JY_280,3
975,FW_130,1
976,FW_80,2
977,JY_380,2
978,CQ_330,5
979,CQ_50,2
980,FW_410,5
981,JY_500,3
982,JY_40,4
983,JY_120,4
984,JY_440,3
985,CQ_10,2
986,FW_200,4
987,CQ_50,2
988,JY_370,2
989,FW_60,2
990,JY_440,2
991,JY_280,1
992,FW_290,3
993,JY_40,3
994,FW_200,5
995,JY_440,6
996,JY_120,1
997,JY_240,2
998,CQ_340,6
999,FW_400,2
1000,CQ_430,2
1001,JY_140,5
1002,CQ_420,7
1003,FW_150,2
1004,JY_440,6
1005,JY_440,5
1006,FW_170,4
1007,CQ_480,5
1008,JY_370,3
1009,FW_60,4
1010,JY_120,4
1011,CQ_260,4
1012,FW_70,3
1013,FW_410,4
1014,JY_500,2
1015,JY_500,5
1016,CQ_50,3
1017,FW_190,4
1018,FW_80,3
1019,JY_350,4
1020,CQ_10,3
1021,FW_450,2
1022,FW_200,3
1023,CQ_340,4
1024,JY_120,6
1025,CQ_50,4
1026,JY_500,4
1027,CQ_340,4
1028,JY_500,3
1029,JY_380,2
1030,CQ_330,2
1031,CQ_20,6
1032,JY_180,3
1033,FW_200,5
1034,FW_150,1
1035,FW_170,5
1036,FW_230,2
1037,FW_200,6
1038,FW_290,4
1039,JY_280,3
1040,JY_40,7
1041,JY_240,4
1042,FW_60,2
1043,JY_140,4
1044,FW_290,4
1045,JY_140,2
1046,CQ_420,6
1047,JY_270,5
1048,JY_120,2
1049,FW_130,3
1050,CQ_260,1
1051,FW_70,5
1052,JY_440,5
1053,CQ_430,3
1054,CQ_430,2
1055,FW_150,5
1056,FW_80,4
1057,CQ_220,4
1058,JY_40,3
1059,JY_280,4
1060,JY_440,4
1061,JY_40,2
1062,FW_80,6
1063,FW_450,2
1064,JY_490,2
1065,FW_60,3
1066,CQ_330,2
1067,JY_120,4
1068,CQ_50,3
1069,JY_500,4
1070,CQ_20,4
1071,JY_280,3
1072,FW_80,3
1073,JY_470,3
1074,FW_70,3
1075,FW_200,3
1076,JY_350,4
1077,JY_500,3
1078,FW_410,5
1079,JY_120,3
1080,FW_450,1
1081,JY_40,3
1082,FW_290,4
1083,JY_240,5
1084,JY_280,2
1085,CQ_90,3
1086,FW_150,4
1087,FW_450,4
1088,FW_360,4
1089,CQ_340,3
1090,JY_280,2
1091,CQ_420,3
1092,FW_360,2
1093,FW_170,3
1094,JY_440,3
1095,FW_410,4
1096,JY_120,1
1097,FW_70,3
1098,JY_40,2
1099,JY_120,5
1100,FW_290,1
1101,FW_80,3
1102,JY_280,6
1103,FW_60,2
1104,JY_440,4
1105,CQ_90,4
1106,FW_290,2
1107,JY_350,3
1108,FW_80,6
1109,CQ_10,4
1110,FW_130,3
1111,FW_170,3
1112,FW_170,2
1113,FW_150,2
1114,CQ_10,3
1115,CQ_250,1
1116,JY_270,3
1117,CQ_480,3
1118,CQ_430,4
1119,JY_40,2
1120,JY_490,1
1121,FW_400,2
1122,CQ_420,2
1123,JY_440,3
1124,JY_280,2
1125,CQ_340,5
1126,FW_450,3
1127,FW_360,4
1128,FW_60,1
1129,JY_140,3
1130,JY_500,2
1131,CQ_90,3
1132,FW_290,3
1133,FW_150,3
1134,JY_440,2
1135,CQ_20,4
1136,CQ_20,6
1137,FW_70,2
1138,CQ_10,5
1139,FW_230,3
1140,JY_380,8
1141,FW_80,1
1142,JY_280,5
1143,FW_80,2
1144,CQ_10,3
1145,CQ_50,3
1146,FW_200,3
1147,FW_150,2
1148,JY_40,1
1149,FW_200,6
1150,CQ_250,2
1151,JY_280,4
1152,FW_80,4
1153,JY_380,2
1154,FW_100,3
1155,CQ_250,2
1156,CQ_210,2
1157,JY_390,1
1158,FW_70,5
1159,FW_160,1
1160,JY_310,3
1161,CQ_210,7
1162,JY_40,1
1163,CQ_260,3
1164,FW_150,5
1165,JY_140,5
1166,CQ_330,2
1167,FW_230,3
1168,FW_170,1
1169,FW_170,7
1170,FW_360,3
1171,JY_280,2
1172,CQ_20,4
1173,FW_150,3
1174,CQ_10,2
1175,JY_500,2
1176,JY_280,3
1177,JY_440,6
1178,FW_170,3
1179,FW_60,5
1180,CQ_430,3
1181,JY_280,3
1182,FW_290,3
1183,JY_490,3
1184,JY_40,2
1185,FW_70,2
1186,CQ_330,3
1187,FW_410,2
1188,CQ_430,4
1189,JY_380,2
1190,JY_350,2
1191,CQ_10,2
1192,FW_80,3
1193,CQ_430,3
1194,CQ_210,2
1195,FW_150,3
1196,CQ_220,5
1197,CQ_260,3
1198,FW_170,2
1199,FW_450,2
1200,CQ_10,3
1201,FW_170,2
1202,FW_60,6
1203,CQ_340,4
1204,FW_130,5
1205,FW_60,3
1206,CQ_250,3
1207,FW_170,4
1208,FW_150,3
1209,CQ_480,2
1210,JY_240,3
1211,JY_390,3
1212,JY_270,6
1213,JY_470,2
1214,CQ_480,1
1215,FW_450,6
1216,JY_310,4
1217,CQ_430,3
1218,FW_150,2
1219,JY_470,5
1220,JY_120,6
1221,JY_40,1
1222,JY_500,4
1223,FW_80,2
1224,CQ_20,4
1225,CQ_10,5
1226,FW_200,4
1227,CQ_420,2
1228,JY_500,3
1229,JY_380,3
1230,FW_460,5
1231,FW_150,2
1232,FW_360,5
1233,JY_500,2
1234,CQ_250,3
1235,CQ_210,3
1236,FW_100,2
1237,CQ_220,3
1238,FW_60,3
1239,JY_280,1
1240,FW_80,4
1241,JY_380,4
1242,FW_80,3
1243,CQ_330,1
1244,FW_170,5
1245,FW_460,3
1246,CQ_90,3
1247,FW_230,5
1248,CQ_340,5
1249,JY_40,2
1250,CQ_10,3
1251,JY_120,2
1252,CQ_50,4
1253,CQ_50,2
1254,JY_280,2
1255,CQ_220,6
1256,FW_170,3
1257,JY_350,4
1258,JY_490,3
1259,CQ_90,4
1260,FW_170,3
1261,FW_60,3
1262,JY_500,4
1263,JY_500,5
1264,JY_500,4
1265,CQ_30,2
1266,JY_380,3
1267,CQ_10,4
1268,FW_400,3
1269,FW_450,2
1270,FW_60,2
1271,JY_120,2
1272,CQ_90,1
1273,JY_380,3
1274,FW_450,4
1275,JY_180,5
1276,JY_40,4
1277,FW_70,2
1278,FW_200,4
1279,FW_80,3
1280,FW_200,5
1281,FW_150,2
1282,CQ_430,4
1283,CQ_20,3
1284,CQ_320,5
1285,FW_410,3
1286,CQ_260,4
1287,CQ_420,2
1288,FW_150,2
1289,CQ_340,6
1290,JY_310,3
1291,FW_170,2
1292,JY_380,5
1293,CQ_480,4
1294,CQ_250,2
1295,JY_440,3
1296,FW_70,6
1297,FW_150,1
1298,CQ_50,4
1299,JY_390,3
1300,CQ_250,2
1301,CQ_480,4
1302,CQ_90,3
1303,FW_290,7
1304,FW_170,4
1305,JY_440,6
1306,JY_240,6
1307,FW_100,3
1308,FW_230,2
1309,FW_400,3
1310,FW_60,2
1311,CQ_260,2
1312,FW_100,4
1313,JY_140,3
1314,FW_190,2
1315,FW_200,3
1316,JY_270,5
1317,FW_100,4
1318,JY_500,1
1319,CQ_20,1
1320,JY_440,2
1321,CQ_250,2
1322,JY_380,2
1323,JY_120,4
1324,JY_380,2
1325,FW_450,4
1326,FW_400,5
1327,FW_150,5
1328,CQ_90,4
1329,FW_230,3
1330,JY_440,4
1331,JY_440,4
1332,JY_440,3
1333,FW_150,3
1334,FW_60,3
1335,JY_380,6
1336,FW_100,3
1337,FW_200,5
1338,CQ_260,2
1339,JY_440,3
1340,FW_170,7
1341,JY_490,2
1342,FW_130,3
1343,FW_360,5
1344,FW_80,3
1345,FW_150,4
1346,CQ_20,2
1347,JY_440,3
1348,JY_40,1
1349,JY_40,5
1350,CQ_50,1
1351,FW_290,2
1352,FW_400,2
1353,CQ_260,3
1354,CQ_480,3
1355,JY_470,2
1356,FW_70,2
1357,CQ_220,2
1358,FW_100,7
1359,CQ_210,8
1360,FW_150,5
1361,CQ_330,3
1362,CQ_210,4
1363,CQ_30,4
1364,FW_150,1
1365,FW_230,2
1366,FW_230,3
1367,FW_450,1
1368,FW_200,5
1369,FW_60,2
1370,JY_500,3
1371,CQ_20,9
1372,JY_350,1
1373,FW_70,4
1374,JY_490,3
1375,CQ_480,5
1376,JY_120,1
1377,CQ_210,3
1378,CQ_250,1
1379,JY_240,7
1380,CQ_90,3
1381,JY_40,4
1382,JY_120,3
1383,FW_410,4
1384,JY_240,6
1385,JY_120,2
1386,JY_280,2
1387,JY_440,5
1388,JY_500,2
1389,JY_40,3
1390,JY_120,5
1391,FW_450,3
1392,FW_450,1
1393,CQ_10,7
1394,FW_290,3
1395,CQ_50,5
1396,CQ_430,4
1397,FW_410,1
1398,CQ_210,3
1399,JY_40,4
1400,FW_80,3
1401,FW_170,4
1402,CQ_260,4
1403,JY_500,5
1404,CQ_10,4
1405,CQ_20,2
1406,CQ_480,7
1407,FW_200,1
1408,CQ_480,3
1409,CQ_20,3
1410,FW_200,1
1411,CQ_10,5
1412,CQ_250,1
1413,CQ_480,3
1414,FW_70,2
1415,CQ_250,3
1416,CQ_210,4
1417,JY_40,3
1418,JY_380,4
1419,JY_490,3
1420,CQ_250,4
1421,FW_70,4
1422,JY_350,3
1423,CQ_210,1
1424,JY_490,3
1425,FW_230,3
1426,FW_150,3
1427,JY_490,1
1428,FW_360,3
1429,CQ_210,2
1430,FW_450,4
1431,FW_450,2
1432,FW_290,4
1433,FW_70,2
1434,FW_170,4
1435,FW_290,2
1436,FW_200,4
1437,CQ_340,2
1438,JY_40,2
1439,CQ_90,5
1440,CQ_480,1
1441,FW_70,2
1442,CQ_210,1
1443,JY_240,2
1444,JY_40,3
1445,JY_40,4
1446,FW_80,3
1447,JY_240,2
1448,FW_80,6
1449,JY_500,2
1450,CQ_340,2
1451,JY_140,4
1452,JY_350,4
