cust_id,order_id
30796,53103
95413,128022
2909,87708
33143,32543
14661,92265
59414,14128
38123,38573
83496,19718
90330,148393
68885,120224
33426,140412
38427,57795
3077,115104
91676,51629
26616,3198
94803,16318
49356,88068
95804,102471
72335,137380
76199,134584
94857,1889
80439,15879
96339,115118
74551,119959
80584,103331
92123,106890
5650,112470
41064,65716
16015,29281
29399,51468
23540,39437
46961,72788
49084,154597
25092,29933
26042,146675
68107,25393
69506,123607
21607,23441
46861,113462
94537,73303
49701,19846
18263,10512
58766,113594
51145,110326
65806,99234
22901,85828
73206,84452
67040,145854
28992,48261
48479,83707
52903,90456
56332,126878
98776,451
82526,51187
18929,105067
846,78581
36880,139738
40301,76760
24663,95913
18401,104222
12289,31509
14376,57355
95978,77357
76292,107373
37082,19876
13464,137246
38100,35905
6021,143563
76869,132485
11132,87514
75646,142776
56421,70685
45214,102923
69133,131479
61777,63416
77902,143971
17806,956
95209,5135
67971,56702
84000,7713
10949,138287
41345,118803
41332,10380
70226,14743
70656,31623
17846,53551
29745,121743
59104,10734
60530,151249
36425,67216
76149,66
73480,83502
93943,96959
3575,151689
37447,42904
92567,17582
71768,129145
89882,41030
10574,129573
82078,142420
71837,140187
11982,90990
9882,48788
57657,148009
19878,152202
23693,139304
31494,35366
75442,96608
28246,29251
99846,84524
76216,127661
37754,98190
50514,49745
28593,47139
86446,17027
74323,16097
17745,152361
6456,116453
54650,139
3541,5744
13721,143657
83022,18205
65196,126223
27722,106204
44734,7583
41303,118037
38456,11584
33962,55915
69946,16382
82267,105650
35113,76744
74175,28969
12633,29006
10418,70133
68638,83400
92021,17139
89235,142802
65414,65010
91667,57911
67503,7966
46967,62676
90559,90874
37458,32877
180,62380
4960,137205
99805,122446
94600,32391
59140,78272
118,153457
81619,4388
42661,61519
46835,80200
26660,87585
61454,81281
56692,4876
86833,71263
92114,29845
29518,155268
84045,143253
50045,108679
87532,139112
6494,105980
73145,39153
98980,52083
11540,5416
11006,156075
49933,96009
19584,119741
52886,48507
74402,80723
35362,129729
88151,89936
73945,137480
66195,125175
86616,109641
38599,55211
53657,40247
900,145805
44,23037
10742,148226
61315,111919
60457,87085
23435,29592
39079,99505
24687,46601
35962,65606
9050,66969
72113,95752
91363,94631
41329,128285
84021,35090
50330,142343
62426,75782
45885,29574
23311,69032
56080,130084
37443,18782
28624,21432
51328,152415
10650,77231
1775,40285
95777,123714
98666,128937
46679,21714
28581,108357
71997,40046
52294,120051
36700,108112
28647,41794
54379,65073
74908,112843
51352,93073
50898,52785
43803,149917
11250,20630
99759,1533
53665,75373
15301,215
56014,82088
39844,51365
31626,37581
88335,25347
60172,29686
96038,107075
57258,134908
1075,97121
2798,106948
27582,87665
6237,147017
26704,55659
3702,13671
74810,5282
24108,145173
43624,109525
78774,66165
85029,64293
72827,129458
83830,25615
3636,95358
3051,32968
71543,82613
66551,103413
12423,73775
92022,18265
24796,121606
76952,85283
83150,14237
49336,116915
94560,27869
79830,6834
41905,40494
81149,121151
12946,130752
69670,17719
71294,16006
35711,142990
17165,82987
96258,130091
41863,154024
15253,55069
44553,141956
14170,2849
41305,154302
1795,55111
60537,1529
81609,16248
75858,72732
51252,39882
51356,73473
65226,46211
81244,138557
72741,148354
30467,54915
12687,93496
41601,117826
78848,144771
24335,110045
66593,67096
69068,126202
60545,123768
92366,128003
18309,16001
39640,6603
22676,15567
88993,107585
87315,80166
95721,65489
41929,132666
27782,75891
7229,20315
87681,52588
39260,134307
95657,23026
90634,97766
59452,49072
3726,112393
22879,135198
70300,47887
49962,78696
14876,95337
46634,298
35953,17963
22964,14034
76777,90237
32226,75262
46570,112323
85512,99302
97015,137063
57130,52515
73282,81483
66260,139546
20591,151934
91082,99543
82535,46929
84003,96328
86906,34111
4609,63692
77624,27699
8875,141205
60090,75336
87413,129365
89154,94533
44007,118834
67786,63915
91882,105882
51598,124299
28396,70989
27098,136554
60842,123756
75703,58223
66355,101880
20936,86
82437,12339
72344,14804
2032,116974
25388,148033
78612,9194
43876,36710
1268,27482
66583,85682
11800,43279
56032,28387
61912,117564
82768,112952
49590,5722
61354,67435
13291,117740
11390,134459
90849,136227
61463,154474
63973,98088
2007,108173
59531,77955
85152,21306
64617,79441
15994,143812
9301,13733
46373,128774
87196,133517
98807,44953
37597,63830
60413,121248
44240,61672
28490,6888
93265,66134
17665,97727
90220,99433
53137,45820
69216,2863
82930,87574
48660,102527
42323,127312
88978,65829
10633,78077
63524,34922
51276,83044
63337,142546
49965,93244
8058,118589
55197,154504
76312,26648
3026,93006
15629,88774
614,72347
85532,55244
39031,145895
72143,59665
33789,127346
90084,64707
85329,58639
34502,84293
42905,135508
52448,2126
28864,54586
77521,13541
88990,21928
5930,94735
63487,76884
73100,132609
58385,5541
22519,133217
13462,29816
22832,143639
93218,81135
85695,10823
88232,151536
35916,4673
70664,48013
64039,12943
20220,46647
5896,126012
64297,135828
6626,97698
45893,42430
85675,39216
19727,94516
75072,69679
91037,46629
51783,427
56842,141983
59849,101777
75448,74723
29849,61148
46834,113207
13411,148306
35346,25423
64460,46903
6436,9311
29994,86446
51828,37055
13877,86364
74381,137559
52346,10930
13564,26213
9027,99754
95105,72202
70370,61586
97245,34989
79905,148380
94525,51315
69855,112196
78515,98427
21051,63849
55119,54961
32324,147285
14989,68740
81176,104019
85818,30258
47670,54098
93891,150815
98320,28609
28993,24000
66048,29483
62757,81407
94634,130409
80611,139481
43475,38580
49014,9795
6560,52318
98708,62430
12873,14090
99074,150873
59573,9881
22286,64252
53811,80799
62620,45825
81644,124686
34782,101733
13389,105922
13997,144238
82802,112327
6680,66977
74591,84379
94416,74434
3009,60935
96942,122510
69300,72449
17696,35701
58431,90906
32142,104611
8334,4088
33686,5085
93960,108563
52447,120705
40486,91567
69679,88598
60769,49020
8304,107819
21080,136759
5285,15328
36630,133791
80302,94716
24839,37313
34922,44072
95107,44989
95732,141890
56596,119590
20399,893
42214,81160
43088,148067
6261,74255
59933,89121
62461,40657
89042,118895
90751,129172
91968,69776
15508,31251
29702,50493
81888,61509
18502,29234
3143,19
52926,78396
65947,6485
66246,107442
45452,68542
1355,4137
26038,31230
21081,118540
97669,147760
35046,113224
36118,96679
69516,83963
87902,127320
40831,51796
34864,84941
16354,42701
71534,55143
81229,113762
38591,101932
67733,49845
76933,26181
97299,39712
22575,7412
72846,128828
61768,20216
70088,129707
33434,80418
62945,151027
56715,54647
33173,38150
97672,14772
95697,40932
99288,16745
88409,138376
21481,5214
74385,63973
64348,88800
88963,83759
90929,44994
98081,15610
1187,141828
28640,20189
20666,2391
47102,5732
16492,152835
6795,15994
51454,144160
19846,148757
27786,138721
52504,25507
99401,66281
62655,77671
53647,79576
52264,41029
6558,44121
21727,60020
28362,54843
29248,105376
12435,33022
16043,80511
64566,114232
64432,17948
89795,35818
55401,28292
44726,57036
54668,125654
91804,108408
38572,85294
5576,85427
80461,129341
24021,82563
39907,123264
43819,23752
69185,23977
85922,153319
59557,40303
76749,150030
85704,13882
42863,68191
30883,102807
90115,31237
93565,69349
97782,5319
66656,99431
47777,28220
12042,88344
56634,86816
91477,91905
6884,42665
65792,138485
63570,72990
11795,26651
65228,40606
36979,30384
35442,23067
27905,59173
23034,9749
47660,32192
55106,80524
17019,131064
59118,86245
3393,60068
41596,61282
12014,89840
93963,30223
7394,96474
95821,12766
36266,129853
39983,86200
93947,70835
59004,39107
52496,99221
93981,109711
69180,16867
39670,23772
89865,71482
35182,97432
84579,91010
57457,11348
96811,44003
77912,118199
37207,135058
92895,145044
13591,131896
48153,56313
37507,39535
58571,21157
21647,38787
53144,135258
27459,118217
50035,129052
37906,137567
31107,150270
22315,78555
17766,40326
31511,121259
84822,60659
62249,6641
25868,28867
31106,80567
68764,70342
73565,112474
34088,123431
82276,71363
71553,83791
62156,2939
69063,98374
13573,41268
67579,42453
41386,91609
53821,134059
69008,41566
66490,97969
94418,39495
56858,58799
64310,13105
17328,142695
79507,40182
22632,146297
54972,26782
441,25631
43566,144375
28897,119344
70421,93739
81661,142722
88545,63894
14190,135601
46004,96190
66161,20165
97427,150830
75889,85164
7684,556
85423,70255
5106,3666
69836,140246
27915,115338
47364,55476
17735,67785
95778,78525
2928,1232
33112,17364
80425,66436
3025,4809
39602,115830
73939,58877
28832,141785
30646,39827
55765,61336
19496,72011
80291,52516
87951,152780
88430,99264
65199,70410
90061,74335
80749,43273
39896,25180
25352,47483
37004,146693
93882,113149
32691,59201
82283,72443
66964,22412
40960,56153
13791,60051
82104,16327
84868,91249
28175,117831
95500,106618
56405,59189
13609,25548
88784,121519
43806,20910
48900,77505
40087,47607
3874,67414
13119,106545
7299,92592
45315,33203
43325,2042
69206,137768
43535,4552
47345,93873
43496,144139
72617,130864
14386,13705
56518,125556
93546,875
42601,47181
65927,19372
874,102257
88931,71961
24923,39252
99943,28992
9172,120654
27806,86368
41801,136882
45015,104884
62092,37998
60891,50694
35248,121340
23900,96522
10826,95423
84993,60732
48191,28871
22320,113929
99721,52322
82517,43823
7773,108507
39622,100024
35343,89207
49395,154395
31337,79918
31914,99321
37171,48058
22090,40564
18190,146950
10586,128413
9578,144419
93038,62337
99334,71609
42526,110620
17890,22231
95091,48443
31194,55516
78440,21068
30535,129452
44489,134404
82831,17824
84994,152464
62448,35128
71493,84251
52621,64102
27495,121762
77275,77705
56477,103067
16497,153121
33716,132360
66151,141097
98626,143840
24813,38481
45031,40568
84500,106401
38445,59949
1631,125225
66416,114266
77313,69122
57597,104816
43779,124253
71332,133021
71302,78000
52462,72230
5729,147639
70215,150205
74262,118497
20235,14608
19638,145609
87588,116322
20590,32273
74240,110410
6864,67422
30149,126191
58065,17960
93047,37030
34265,79070
43809,131546
76479,73513
7038,108134
31084,44745
61700,31016
71432,111416
18620,130183
86155,60848
46178,101114
37802,140630
52994,60214
61048,138436
96221,37630
4700,58345
70352,149083
55236,3811
3517,44576
71119,33616
36658,117004
43226,12507
97259,2224
77052,63218
4033,111149
58521,44411
61540,130579
3691,87387
45070,83438
81413,23876
39913,147403
94143,93786
6784,117629
82633,25646
22275,78857
78000,3829
1788,156002
47797,95034
27232,116973
39631,137481
98347,73119
31180,70832
92309,101936
78288,23316
3698,61200
43389,130180
14867,75912
86823,88507
57177,19219
58901,3312
3373,94134
56470,136919
79941,154864
48844,146097
24,116552
81996,96222
62427,89442
43465,23374
7566,39563
21125,50481
68480,8723
20522,54855
41506,112728
71276,13351
35148,131623
89585,119386
95104,107552
33085,138499
29348,41313
53610,27755
39038,61508
92602,27590
89918,2529
68262,78247
46359,117395
11452,5515
40325,141485
34725,87185
5250,96036
5528,82287
14816,146463
41279,138850
87007,151098
79055,86237
5071,23366
13483,112743
39043,18740
75880,142444
66126,37573
75727,9016
88538,22079
64825,125433
13796,37315
40577,38501
88320,63209
15478,46817
2537,77607
14592,138105
53221,130896
5150,10206
62177,18879
16230,26309
81197,32995
3495,16023
4248,72612
69547,93946
24186,58996
25881,37041
68004,55718
30374,110339
63743,39287
98312,143587
52866,102069
11691,144417
39745,127284
66605,89892
59385,219
79119,151594
48460,107219
22383,36560
84031,108417
44404,39312
74668,135148
39851,97408
41215,61954
107,153636
18075,16225
45349,118998
50276,11556
25911,9484
44978,15496
1745,112311
52987,93123
22347,90690
72799,149595
7087,97144
3355,137359
61637,94026
20310,82466
14068,144922
44242,62815
61249,108969
11120,143945
47330,49134
92530,73242
53703,1284
37658,86232
30044,119733
86634,113358
65545,50221
90384,56067
83395,150692
52921,36151
29042,135615
48481,100388
86104,67427
27707,117872
18684,15853
9861,15018
81857,44849
44792,115646
92287,92695
95340,53406
1677,112409
63066,130406
58828,140355
9225,140428
99481,124512
96254,105064
20186,148180
81507,22250
47060,67184
43411,61324
23574,153551
17162,54297
14038,33102
76831,43999
80569,132042
61270,39697
33720,56211
86542,32735
67576,112475
74899,130031
20162,136150
77479,124588
39665,137996
19198,139518
75427,7181
87601,143396
62488,99462
34697,95548
74388,9766
79038,149554
41832,22908
11447,132433
76457,2969
24906,90249
25463,78104
46504,117224
30522,53817
42996,121283
90774,119261
56586,109144
44249,38965
46591,63919
36017,137899
89615,17233
26387,12411
40252,113940
31901,56209
27572,123745
52094,133059
39552,111660
78726,124434
3460,142977
53268,143684
80352,32236
45199,84104
15107,25892
68220,113437
83823,4974
14013,122986
43370,103318
23480,27847
31004,39132
75793,2406
53102,100210
28600,74433
39785,143531
68338,38562
1376,127215
18409,29051
66385,93319
55394,9515
92100,36369
98896,139355
6898,110840
70780,125239
86553,81026
1594,127307
5534,95445
95068,83312
41177,9470
79811,137466
39903,60661
60126,77358
84536,146612
6943,49607
66188,17991
99097,117218
37538,81442
18407,100920
73423,134893
69618,149660
70679,33267
87724,44939
67782,94447
67196,92964
61889,26875
5556,105490
88603,140586
54816,88567
7506,52808
84348,136364
31789,51091
57874,25087
47593,121378
44361,131432
14554,132684
69811,40580
23282,155068
75042,66646
69217,124525
29783,118710
82634,29557
46119,63648
37570,154402
88127,97986
59030,17176
45756,70884
10464,83575
85758,104326
20247,154251
28742,128722
63649,145195
60037,124904
71829,16789
48739,106283
74836,78358
84036,34876
1138,24328
43039,92719
57673,26977
89864,24678
25411,120877
98515,104526
67138,102055
33443,100705
30406,56108
99508,118946
95738,121838
82474,18715
62030,98266
67451,131485
65631,57509
11851,6811
8873,120847
39317,89751
66977,38262
65982,26029
66063,133420
51517,99593
78725,66792
28091,59439
89588,21826
53651,139592
31485,116008
61084,145945
8385,42761
96612,114805
82351,82909
52466,128449
46424,16238
94225,27801
2778,46726
39131,142493
26433,150707
19815,129802
51360,139529
83857,94578
88016,118364
54162,63286
48020,4793
77039,148601
32487,42364
24707,84088
89161,119207
97119,113050
44382,146111
62878,31070
92015,145807
48231,75048
77652,37837
33796,156238
91851,67230
39089,150222
27632,122028
22128,25135
27960,85286
79411,60217
93663,145764
57410,101836
54443,34523
21807,30763
23091,124834
88202,39012
27923,38876
3329,156325
99266,150679
407,42702
335,136544
58874,51243
19654,15709
81599,41515
73258,129734
12909,62411
85465,154025
40570,18523
3926,91998
13047,39523
4039,49404
46138,32498
21946,141967
23725,43265
21951,144490
83553,43134
70194,97456
29524,39634
68439,147848
17922,9812
8369,106305
75155,79887
92037,107471
37091,82147
96425,90285
1765,146912
25112,88178
24247,59552
88449,14154
68240,104812
75063,128459
33912,137398
46629,90298
35010,57703
55799,83100
69146,108135
12006,100841
79617,6376
34068,112397
23929,2400
80806,103127
88039,110532
29460,116772
55951,119140
99464,52846
75517,59081
14733,112746
71408,71409
53422,90439
90996,94654
82971,29217
68409,81279
2528,128997
96226,70401
16593,96338
66849,43792
60031,34069
16620,111924
36123,108418
76060,61418
9512,85240
54898,137028
49274,75625
20445,91769
52710,23616
88367,5966
2759,43167
78672,108312
16130,51976
25197,100420
19175,75771
12092,116222
56480,105949
15713,70039
66965,145467
54298,20821
28141,82713
98166,99865
78323,89955
90373,63799
42195,81794
20087,40242
15971,70245
8920,94086
57153,123914
74024,28397
79011,70086
58920,79525
51740,128374
46093,43496
80127,37807
83188,82293
69903,68036
74195,97995
85094,51638
34842,46814
1754,102511
70637,92482
72541,154148
84156,144275
98719,140502
38876,22742
14280,117053
46987,90292
57624,71003
3067,90861
82418,105000
54601,71340
907,149608
47319,55486
55948,143306
76934,132135
25561,86645
8085,73819
93756,121193
55636,62271
31400,33596
62864,96768
645,66991
8644,137930
56442,37024
90667,39544
63534,43766
33563,144597
47409,124304
68235,65448
72992,78743
47046,46584
12273,131686
16326,44612
37325,11267
62889,25240
3907,146103
64332,59347
74049,2162
86887,89556
77572,38469
82269,94367
80670,124762
74766,14715
61735,40212
76203,63374
87614,108164
56051,126722
4651,107989
10925,15472
21471,97287
76678,71614
44135,5208
2081,99017
2574,51256
30930,56795
86602,22624
5234,43218
24228,102411
80900,21121
34407,92064
61537,110725
53359,127842
28353,77171
38981,27611
6429,147851
29445,58156
74098,126672
40851,91614
48360,3818
43197,121581
75758,115383
50632,20578
25819,104636
56472,25243
69115,19472
63702,121866
93025,136446
1151,146370
77711,51380
57373,34640
91428,39320
17525,136856
77227,87855
3747,83175
40201,100061
53860,17846
63440,22396
17643,68494
79050,45652
83062,134689
77944,54419
80431,118183
49033,112382
99691,21205
69338,139601
95862,104973
77888,88603
20998,42627
58251,16493
45888,108990
79776,127286
61125,134202
30918,81170
50547,33009
49209,123112
65362,5156
79805,98836
33677,130952
76707,105451
93013,113341
68731,62591
78223,114146
43137,72289
96058,47186
38550,125177
33095,16190
5315,31932
13977,100484
28676,7929
91470,96712
46972,22094
27012,38459
15678,83108
17632,17230
33193,98147
7031,48073
43218,136219
67983,58308
57197,27601
29689,156022
29080,75811
93147,105403
10528,58970
18102,21609
72664,29896
31503,34458
47822,72149
90841,139436
67792,115008
58551,4328
12656,49377
90523,120808
42425,141255
45498,95369
31683,113123
44799,124421
20631,31232
70012,63909
449,153772
59423,144522
84110,37164
95115,99817
59621,6317
21701,35468
52817,39968
1717,69280
33540,13292
56801,41682
48261,72447
75137,89661
20131,51450
87508,135842
7774,43344
6427,107631
7462,51195
87499,102101
96197,78215
88089,141108
50566,69912
55749,144250
44542,25198
47162,14840
77684,57275
37671,99647
78799,32282
62552,33069
32454,70565
9487,32182
72176,109871
88360,40793
32608,85360
64584,106889
64322,28099
82277,20382
8477,48766
61726,123964
7224,91729
60755,65915
79767,123435
39988,23298
79599,77260
71374,90585
95133,105824
46142,44868
75285,38502
1079,31273
30136,25643
41422,105434
60834,73412
39941,32264
93824,27251
34590,34770
20917,45087
35862,35368
62853,16484
51824,73395
22066,25064
91558,100233
62849,79786
74252,67420
86016,100047
94955,42323
13619,8955
85184,15341
3780,96721
3598,100487
55945,51191
7676,94639
33503,49764
40686,137796
37896,4853
17844,101827
57069,54948
63511,126448
66631,138286
89677,142811
80514,111667
9610,119017
27196,150374
32243,107156
74983,70077
40893,129032
84725,156407
74776,12465
64061,71915
98880,120378
97415,83421
88114,23825
97586,55431
33693,20712
85439,101731
28022,87941
43140,116908
18492,178
77137,136042
86472,44372
70428,28364
48222,30729
45386,23434
24055,102387
19032,61437
80797,16058
80963,37642
61255,90364
20067,40006
32294,144640
91689,51749
96911,70729
42504,61293
96227,124329
51837,152867
88644,26849
67265,4931
35044,50792
11927,21824
74986,124949
16114,12152
88468,78631
27590,8886
66250,51288
28902,7995
46748,73450
33729,48997
86692,56413
9534,141248
49948,119965
31902,144020
18194,26702
19366,17680
4732,124794
47140,99858
95791,136376
6598,137467
83538,58909
46860,118755
41891,42688
30547,75855
92158,138109
32319,99504
49190,33524
34557,3394
49978,53375
55979,75880
18718,68063
33911,153726
46043,56824
99102,140697
17998,24734
34683,115178
48051,150119
79678,115986
62825,93583
40248,4415
63706,42165
20476,129306
22049,73444
55219,94322
60950,10295
86242,54763
63621,141938
62760,475
62023,124080
92663,138432
68567,146096
80602,125735
31721,95898
98447,153879
82125,46034
96350,131086
48383,991
83688,98406
2754,82754
25646,111556
65775,16022
98544,43938
97492,106427
33349,138437
75544,111728
78877,67138
76333,116883
11829,85801
3550,87888
24239,42933
62040,61018
78776,93103
59320,7201
99355,50435
62512,85065
62280,117517
40836,23861
99532,55488
70877,21528
66306,92226
28330,37231
37476,99194
1932,112065
20773,82080
68575,53542
21740,72512
72174,21413
28533,151575
39396,154183
99641,19757
92637,55597
14652,52907
78705,101667
45042,92823
74058,121811
72535,146347
62127,151694
30511,83001
78245,7200
27158,138592
27164,70594
43873,149416
10461,81770
59533,119325
3669,63907
16527,39169
66954,18178
47898,71924
87758,117132
97889,24872
18295,49841
70908,111974
48132,88889
49893,78947
36528,109655
94535,155174
30951,92070
75004,14144
54622,91415
96110,79814
7893,33821
99868,51641
73709,53677
48098,102178
10248,87850
56237,17694
96607,29286
53654,27011
45966,28262
38848,5918
52528,46275
57010,120189
88770,2868
82311,27677
3902,95295
85938,100908
97334,2584
37724,97903
51540,24408
4024,76248
91593,7870
90742,40437
75764,93642
47043,153016
26148,125034
5733,50533
40155,96790
14012,143313
27780,19371
89054,29767
61111,83055
12103,49014
39484,34602
74357,74367
15526,150490
95002,135233
8805,75524
67268,39219
37561,89406
33833,92536
27272,4609
43274,42291
23245,9185
6391,88565
75712,29586
51125,39204
74861,7457
33948,85981
80576,91514
73624,138690
50646,118234
41214,97642
88456,81626
11084,72578
69410,112022
29556,105275
48635,91946
18063,10982
8958,492
91587,86068
21356,66983
84262,87984
99392,99080
42728,117759
55859,50002
25924,134062
89009,94404
12930,109090
30120,13114
10138,120511
96495,146435
6675,87715
38414,49922
70312,49894
25171,142211
8247,89059
12993,68416
40606,38863
97309,51232
61057,44337
97302,23063
84673,100146
26491,77718
38044,74588
21757,117481
58211,135291
43600,51652
48133,7856
96757,20091
91362,38271
3404,61651
14487,16323
41247,141854
62496,53784
61473,95951
67108,110342
43022,37644
75301,55045
46465,123272
3798,140435
63968,25425
55892,80062
23620,113828
98938,133863
26792,146995
33544,1437
35058,39362
33735,97701
39270,79758
96832,147375
81261,153113
79942,2462
96152,129789
513,127787
60012,120207
71717,70366
86532,137159
94191,104538
71492,15783
52596,58326
56110,60138
39675,12759
9033,124340
250,115649
51801,103392
63841,130122
91438,75300
39431,142367
62733,24038
76336,78158
23940,125616
89157,67724
25132,18583
42795,58515
2746,156365
63416,125194
42083,8467
97165,119832
92395,145069
74183,84559
81873,111684
10895,52239
79440,144304
71735,58473
5858,71534
97665,108601
52613,70909
23933,94353
14188,1739
51176,518
83278,25942
97418,37992
1563,35789
56178,50475
8296,87507
23237,88022
61905,54883
96900,116612
69430,128867
85517,149115
60996,155541
58093,646
91950,29472
60930,140892
4671,134608
3869,18594
32977,52411
19465,6444
9273,25114
26613,129837
88119,29554
14485,46892
26076,22328
50385,78117
75562,147413
34216,16653
17857,40369
90740,99733
3578,93722
33283,86027
58936,2558
3396,41845
10230,99804
46250,4395
89174,50892
11191,50576
72181,20588
26982,153875
28322,72954
34275,29358
78920,5654
16949,49313
94674,31580
33874,19488
99553,145307
34830,136267
94810,12073
28678,108215
32354,146193
51646,87875
85400,131898
90027,52705
76906,152084
60732,29656
97704,74784
61129,82267
78397,106867
58762,70874
1496,155362
68975,148753
11665,27637
43760,90809
97951,147067
87501,143143
14258,16523
63504,87539
76624,55846
33877,121614
39755,132645
47751,46097
40148,5841
51879,135085
54738,35784
37919,103044
67757,107595
62476,139245
80997,53627
1698,20258
62953,54045
67554,75362
44467,131916
10886,74815
17838,52797
39188,146630
4580,71815
7215,154909
33786,106014
34096,136127
78061,150480
51616,37448
89109,123091
9063,28002
40259,17472
4973,138356
67587,128334
33002,64542
52820,14172
52992,141522
60473,100045
21381,64198
77182,154424
66870,118286
820,48238
72128,46934
58703,83258
19171,152491
69223,17875
50735,80427
99739,44769
88283,37985
1816,139673
87811,39975
12050,35073
66402,115614
13949,48434
25402,28619
19281,92539
98328,123419
23633,20038
89782,91716
65765,96947
76481,124364
77142,36811
28667,93557
9079,100683
31392,43777
46641,83598
51251,125415
8261,138673
10687,143873
40988,62861
94988,154041
31905,74256
87677,16221
19950,57303
92280,6693
91221,38088
20771,44768
2334,131096
42496,87383
25242,144374
11430,30303
12232,136645
6074,100439
25616,97498
94001,29704
99134,2566
71539,42951
14900,66227
88495,156193
86456,101639
30318,45445
67979,17030
36236,144093
70740,2098
13705,33845
74911,80812
72266,102481
33681,108832
4565,32507
44148,25944
12531,3674
71290,93331
84843,129
68178,145198
8949,84354
14724,49340
72720,143061
65504,132692
20075,72317
28552,10871
65332,85090
70133,108316
60245,5317
98717,3944
12545,2819
82324,36610
67895,53454
96442,151861
96406,10662
33799,152002
90505,42584
72946,130603
72015,128535
91994,80700
16026,62225
91743,105854
15718,1293
97743,64859
20911,20143
41316,32196
45345,146019
21876,101192
62343,73306
43184,65070
82402,40402
76158,30287
65832,44257
85741,30015
3700,131356
2414,30552
16837,126308
23724,47395
75081,25199
47801,21149
98831,116646
91723,106840
55016,7750
66646,138387
66315,123166
83128,81850
52590,70219
93199,84617
25497,85480
55921,63590
29646,42564
99538,140614
73664,9072
38336,81359
98702,8627
80954,133836
36746,22450
45662,115448
22589,62673
58561,150097
66745,43986
45464,37021
58815,120436
27304,4267
45204,22743
12329,64971
84094,144416
54024,153586
26570,12286
94311,107279
47489,115209
10838,97809
70574,85104
82699,108754
93973,108512
48543,24632
69596,77303
47372,62661
85451,139508
63114,45431
13738,97523
19497,154296
7054,71244
17655,48465
33715,23914
98567,37966
61338,5257
83520,78253
77155,33383
82243,104739
24166,32421
64442,135966
41353,71768
49782,75846
80891,116962
11632,124005
87984,21482
94957,96570
52109,49777
25532,21389
72235,75546
92417,66301
47967,67450
33748,102806
78627,70170
95496,103204
36975,135836
39847,74513
14468,141102
30694,11053
27134,32187
43324,41143
